Max_Tem,Avg_Tem,Avg_S_Pressure,Avg_Visibility,Max_Wind,Max_SWind,Avg_Wind,Sum_Rain,heat_wave_strength,week_index,Avg_humudity,Week_ending
90.0,81.51428571428572,14.785714285714288,9.771428571428572,999.9,15.9,6.128571428571429,2.33,0,36,2.677069907687148,2014-09-13
91.9,81.52857142857144,15.014285714285714,9.742857142857144,999.9,17.1,4.142857142857143,1.73,0,37,2.687356859649703,2014-09-20
90.0,80.57142857142857,14.514285714285714,9.87142857142857,999.9,15.0,4.6,1.3900000000000001,0,38,2.741728295967774,2014-09-27
93.9,83.07142857142857,12.657142857142858,9.87142857142857,999.9,17.1,4.771428571428571,1.28,0,39,2.690226985053829,2014-10-04
91.0,80.71428571428571,15.157142857142857,9.957142857142857,999.9,15.0,6.3428571428571425,0.060000000000000005,0,40,2.5226772614996102,2014-10-11
89.6,80.12857142857142,14.042857142857144,9.942857142857141,999.9,21.0,6.814285714285714,1.47,0,41,2.5196350827204244,2014-10-18
86.0,76.87142857142858,12.5,9.771428571428572,999.9,14.0,5.071428571428571,1.2000000000000002,0,42,2.6300483040906797,2014-10-25
87.1,76.39999999999999,14.271428571428572,10.0,999.9,14.0,5.857142857142856,0.0,0,43,2.3451470917153623,2014-11-01
84.0,71.91428571428571,18.27142857142857,9.942857142857141,999.9,17.1,6.842857142857143,0.15,0,44,2.2480306541627364,2014-11-08
84.0,72.45714285714287,13.77142857142857,9.542857142857143,999.9,9.9,4.6000000000000005,1.8,0,45,2.4987091055551427,2014-11-15
87.1,72.12857142857142,18.67142857142857,8.942857142857141,999.9,20.0,8.714285714285714,0.69,0,46,2.6377878296226744,2014-11-22
88.0,72.1,17.757142857142856,9.62857142857143,26.0,19.0,8.7,0.02,0,47,2.474642913012882,2014-11-29
82.0,75.08571428571429,19.985714285714288,9.799999999999999,999.9,18.1,8.785714285714285,0.8800000000000001,0,48,2.4964840123936365,2014-12-06
81.0,64.12857142857142,18.085714285714285,9.9,999.9,12.0,5.057142857142858,0.0,0,49,2.2897914210162207,2014-12-13
80.1,68.2,18.41428571428571,10.0,999.9,11.1,3.4285714285714284,0.0,0,50,2.2363196076337957,2014-12-20
